"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"31095","0","10","70","0","2017","A","",304,3323,115825808,28157419,206574,670,34852,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-11,-3.5,-20,-0.6,3171388,2.8,272004,1.0,-80531,-28.0,22,3.4,1156,3.4
"31095","1","10","71","0","2017","A","",9,30,1286278,0,0,836,43480,"",4.87,0.46,0.39,0.00,0.00,0.86,0.86,"",0,0.0,-2,-6.2,-81382,-6.0,0,0.0,0,0.0,23,2.8,1181,2.8
"31095","2","10","71","0","2017","A","",5,33,1307818,0,0,758,39432,"",2.33,0.31,0.33,0.00,0.00,1.07,1.07,"",0,0.0,-1,-2.9,-80579,-5.8,0,0.0,0,0.0,-23,-2.9,-1204,-3.0
"31095","3","10","71","0","2017","A","",21,541,17110339,681946,3086,609,31652,"",4.02,1.67,1.69,1.78,2.90,1.01,1.01,"",0,0.0,20,3.8,383391,2.3,8715,1.3,-1179,-27.6,-9,-1.5,-479,-1.5
"31095","5","10","71","0","2017","A","",269,2720,96121373,27475473,203488,680,35339,"",0.91,0.96,0.98,1.00,0.99,1.02,1.01,"",-11,-3.9,-36,-1.3,2949958,3.2,263289,1.0,-79352,-28.1,30,4.6,1534,4.5
"31097","0","10","70","0","2017","A","",154,1563,59448778,7738574,83172,731,38033,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.7,-34,-2.1,1057436,1.8,92370,1.2,-14927,-15.2,28,4.0,1470,4.0
"31097","1","10","71","0","2017","A","",9,37,1756944,0,0,913,47485,"",9.62,1.22,1.04,0.00,0.00,0.86,0.86,"",0,0.0,0,0.0,-64764,-3.6,0,0.0,0,0.0,-23,-2.5,-1202,-2.5
"31097","2","10","71","0","2017","A","N",6,0,0,0,0,0,0,"N",5.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31097","3","10","71","0","2017","A","N",15,0,0,0,0,0,0,"N",5.67,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31097","5","10","71","0","2017","A","",125,783,24113330,7738574,83172,592,30809,"",0.84,0.59,0.48,1.02,1.01,0.81,0.81,"",1,0.8,-10,-1.3,18013,0.1,92370,1.2,-14927,-15.2,8,1.4,427,1.4
"31099","0","10","70","0","2017","A","",234,2217,80944601,14574619,110574,702,36511,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-0.8,32,1.5,3944875,5.1,-256158,-1.7,-21176,-16.1,24,3.5,1272,3.6
"31099","1","10","71","0","2017","A","",8,23,982907,0,0,834,43364,"",5.63,0.53,0.43,0.00,0.00,0.82,0.82,"",0,0.0,-2,-8.0,-124224,-11.2,0,0.0,0,0.0,-6,-0.7,-339,-0.8
"31099","2","10","71","0","2017","A","",5,13,527180,0,0,800,41619,"",3.02,0.18,0.19,0.00,0.00,1.07,1.07,"",0,0.0,1,8.3,14616,2.9,0,0.0,0,0.0,-39,-4.6,-2003,-4.6
"31099","3","10","71","0","2017","A","",8,474,16659012,0,0,675,35121,"",1.99,2.19,2.35,0.00,0.00,1.07,1.07,"",0,0.0,14,3.0,1043283,6.7,0,0.0,0,0.0,23,3.5,1198,3.5
"31099","5","10","71","0","2017","A","",213,1707,62775502,14574619,110574,707,36768,"",0.94,0.91,0.91,1.02,1.01,1.01,1.01,"",-2,-0.9,19,1.1,3011200,5.0,-256158,-1.7,-21176,-16.1,26,3.8,1356,3.8
"31101","0","10","70","0","2017","A","",436,3341,111003381,26619253,203510,639,33225,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-1.8,-39,-1.2,-386965,-0.3,338985,1.3,-46006,-18.4,5,0.8,272,0.8
"31101","1","10","71","0","2017","A","",8,37,1665258,0,0,867,45109,"",3.02,0.57,0.53,0.00,0.00,0.93,0.93,"",0,0.0,0,0.0,92878,5.9,0,0.0,0,0.0,39,4.7,2030,4.7
"31101","2","10","71","0","2017","A","",9,59,2185188,0,0,709,36881,"",2.92,0.55,0.58,0.00,0.00,1.04,1.05,"",0,0.0,0,0.0,89050,4.2,0,0.0,0,0.0,29,4.3,1503,4.2
"31101","3","10","71","0","2017","A","",17,461,16285387,116419,484,679,35326,"",2.27,1.41,1.67,0.32,0.46,1.18,1.18,"",0,0.0,-2,-0.4,126639,0.8,31265,36.7,82,20.4,7,1.0,394,1.1
"31101","5","10","71","0","2017","A","",403,2784,90867548,26502834,203026,628,32642,"",0.95,0.98,0.96,1.02,1.00,0.98,0.98,"",-7,-1.7,-38,-1.3,-695532,-0.8,307720,1.2,-46088,-18.5,4,0.6,195,0.6
"31103","0","10","70","0","2017","A","",34,146,3827417,724694,4777,505,26275,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-5,-3.3,-111684,-2.8,68202,10.4,-1141,-19.3,2,0.4,116,0.4
"31103","1","10","71","0","2017","A","",1,1,38498,0,0,740,38498,"",4.84,0.35,0.36,0.00,0.00,1.01,1.01,"",0,0.0,0,0.0,8479,28.2,0,0.0,0,0.0,163,28.2,8479,28.2
"31103","2","10","71","0","2017","A","N",2,0,0,0,0,0,0,"N",8.32,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31103","3","10","71","0","2017","A","N",6,0,0,0,0,0,0,"N",10.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31103","5","10","71","0","2017","A","",25,76,1939024,718769,4757,493,25654,"",0.76,0.61,0.60,1.01,1.00,0.98,0.98,"",0,0.0,-3,-3.8,-109407,-5.3,68721,10.6,-1136,-19.3,-7,-1.4,-330,-1.3
"31105","0","10","70","0","2017","A","",160,1392,50571268,9742837,93245,699,36341,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.6,40,3.0,2354421,4.9,473004,5.1,-10726,-10.3,13,1.9,675,1.9
"31105","1","10","71","0","2017","A","",5,15,602813,0,0,782,40639,"",5.14,0.55,0.42,0.00,0.00,0.77,0.77,"",0,0.0,-1,-6.2,-10703,-1.7,0,0.0,0,0.0,33,4.4,1686,4.3
"31105","2","10","71","0","2017","A","",5,18,723863,0,0,795,41364,"",4.42,0.40,0.42,0.00,0.00,1.07,1.07,"",-1,-16.7,-1,-5.3,-13708,-1.9,0,0.0,0,0.0,39,5.2,2027,5.2
"31105","3","10","71","0","2017","A","",10,411,13666189,36413,317,640,33265,"",3.64,3.02,3.08,0.27,0.66,1.02,1.02,"",0,0.0,15,3.8,1089585,8.7,-461,-1.3,-146,-31.5,30,4.9,1519,4.8
"31105","5","10","71","0","2017","A","",140,948,35578403,9706424,92928,721,37513,"",0.90,0.80,0.83,1.02,1.00,1.03,1.03,"",2,1.4,27,2.9,1289247,3.8,473465,5.1,-10580,-10.2,5,0.7,293,0.8
"31107","0","10","70","0","2017","A","",349,2949,93845273,18459835,155042,612,31823,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-13,-3.6,-17,-0.6,2048150,2.2,121823,0.7,-34338,-18.1,17,2.9,876,2.8
"31107","1","10","71","0","2017","A","",11,48,2133636,0,0,856,44528,"",5.19,0.84,0.80,0.00,0.00,0.96,0.96,"",0,0.0,-1,-2.0,22269,1.1,0,0.0,0,0.0,30,3.6,1585,3.7
"31107","2","10","71","0","2017","A","",14,54,1778874,0,0,634,32993,"",5.68,0.57,0.55,0.00,0.00,0.98,0.98,"",0,0.0,-2,-3.6,-14018,-0.8,0,0.0,0,0.0,16,2.6,882,2.7
"31107","3","10","71","0","2017","A","",39,1035,33107168,3611833,27915,615,31985,"",6.50,3.60,4.03,14.35,34.99,1.12,1.12,"",0,0.0,-6,-0.6,202819,0.6,12057,0.3,-12093,-30.2,7,1.2,374,1.2
"31107","5","10","71","0","2017","A","",285,1812,56825595,14848002,127127,603,31359,"",0.84,0.72,0.71,0.82,0.82,0.99,0.99,"",-13,-4.4,-8,-0.4,1837080,3.3,109766,0.7,-22245,-14.9,22,3.8,1151,3.8
"31109","0","10","70","0","2017","A","",10263,168467,7420540377,1271447867,10301627,847,44048,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",116,1.1,-28,0.0,223313685,3.1,12667225,1.0,-2599499,-20.1,26,3.2,1333,3.1
"31109","1","10","71","0","2017","A","",54,3261,230381465,0,0,1359,70657,"",0.87,0.99,1.10,0.00,0.00,1.10,1.10,"",-1,-1.8,78,2.5,12410377,5.7,0,0.0,0,0.0,42,3.2,2166,3.2
"31109","2","10","71","0","2017","A","",165,16144,879967562,120359,477,1048,54509,"",2.28,2.98,3.47,0.02,0.08,1.17,1.17,"",0,0.0,43,0.3,23173879,2.7,12359,11.4,-135,-22.1,25,2.4,1296,2.4
"31109","3","10","71","0","2017","A","",53,13704,615997760,6329105,30210,864,44952,"",0.30,0.83,0.95,0.37,0.57,1.14,1.14,"",-1,-1.9,184,1.4,27554586,4.7,17582,0.3,-10121,-25.1,27,3.2,1427,3.3
"31109","5","10","71","0","2017","A","",9991,135359,5694193590,1264998403,10270940,809,42067,"",1.00,0.94,0.90,1.01,1.00,0.96,0.96,"",117,1.2,-332,-0.2,160174843,2.9,12637284,1.0,-2589243,-20.1,25,3.2,1283,3.1
"31111","0","10","70","0","2017","A","",1321,14779,568206498,115272763,987784,739,38446,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-13,-1.0,-147,-1.0,7872652,1.4,1308600,1.1,-178706,-15.3,17,2.4,905,2.4
"31111","1","10","71","0","2017","A","",27,259,16129134,0,0,1200,62395,"",3.36,0.90,1.00,0.00,0.00,1.12,1.12,"",0,0.0,6,2.4,741109,4.8,0,0.0,0,0.0,28,2.4,1472,2.4
"31111","2","10","71","0","2017","A","",25,401,19520174,0,0,936,48679,"",2.68,0.84,1.01,0.00,0.00,1.19,1.19,"",0,0.0,0,0.0,33541,0.2,0,0.0,0,0.0,1,0.1,54,0.1
"31111","3","10","71","0","2017","A","",55,2183,101310047,675287,5321,892,46407,"",2.42,1.51,2.03,0.43,1.05,1.34,1.34,"",0,0.0,-22,-1.0,631460,0.6,248,0.0,-4091,-43.5,14,1.6,748,1.6
"31111","5","10","71","0","2017","A","",1215,11937,431247143,114597476,982463,695,36128,"",0.95,0.95,0.89,1.01,1.00,0.94,0.94,"",-12,-1.0,-131,-1.1,6466542,1.5,1308352,1.2,-174615,-15.1,18,2.7,928,2.6
"31113","0","10","70","0","2017","A","",39,184,5661153,1004927,5922,593,30851,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-2.5,-3,-1.6,41547,0.7,-34460,-3.3,-551,-8.5,15,2.6,800,2.7
"31113","1","10","71","0","2017","A","",1,5,205011,0,0,739,38440,"",4.22,1.39,1.28,0.00,0.00,0.86,0.86,"",0,0.0,-1,-16.7,2784,1.4,0,0.0,0,0.0,63,9.3,3270,9.3
"31113","2","10","71","0","2017","A","N",2,0,0,0,0,0,0,"N",7.26,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31113","3","10","71","0","2017","A","N",4,0,0,0,0,0,0,"N",5.97,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31113","5","10","71","0","2017","A","",32,104,2992780,983098,5857,554,28823,"",0.85,0.66,0.62,1.00,0.99,0.94,0.94,"",-1,-3.0,-2,-1.9,-57839,-1.9,-34800,-3.4,-519,-8.1,0,0.0,-2,0.0
"31115","0","10","70","0","2017","A","",21,122,2874668,671299,5371,454,23611,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,5.0,2,1.7,171849,6.4,107983,19.2,1077,25.1,21,4.8,1119,5.0
"31115","1","10","71","0","2017","A","",1,1,21971,0,0,423,21971,"",7.84,0.42,0.27,0.00,0.00,0.64,0.64,"",0,0.0,0,0.0,4692,27.2,0,0.0,0,0.0,24,6.0,1236,6.0
"31115","2","10","71","0","2017","A","N",2,0,0,0,0,0,0,"N",13.48,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31115","3","10","71","0","2017","A","N",4,0,0,0,0,0,0,"N",11.08,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31115","5","10","71","0","2017","A","",14,63,1104914,560571,4827,336,17492,"",0.69,0.61,0.45,0.85,0.90,0.74,0.74,"",1,7.7,4,6.8,113067,11.4,107471,23.7,1163,31.7,11,3.4,586,3.5
"31117","0","10","70","0","2017","A","",13,74,2270170,274675,2764,594,30887,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,-4,-5.1,-100569,-4.2,-47399,-14.7,-2193,-44.2,11,1.9,558,1.8
"31117","1","10","71","0","2017","A","",1,1,28557,0,0,824,42836,"",12.66,0.69,0.44,0.00,0.00,0.95,0.96,"",0,0.0,0,0.0,-12772,-30.9,0,0.0,0,0.0,29,3.6,1507,3.6
"31117","2","10","71","0","2017","A","N",2,0,0,0,0,0,0,"N",21.77,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31117","3","10","71","0","2017","A","N",2,0,0,0,0,0,0,"N",8.95,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31117","5","10","71","0","2017","A","",8,33,915819,274675,2764,527,27406,"",0.63,0.52,0.47,1.02,1.01,0.89,0.89,"",0,0.0,-1,-2.9,-68080,-6.9,-47399,-14.7,-2193,-44.2,-24,-4.4,-1251,-4.4
"31119","0","10","70","0","2017","A","",1522,21668,853495277,170598868,1374772,757,39390,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-0.7,-4,0.0,30330364,3.7,1504567,0.9,-281114,-17.0,27,3.7,1407,3.7
"31119","1","10","71","0","2017","A","",16,174,10415679,0,0,1151,59832,"",1.73,0.41,0.43,0.00,0.00,1.05,1.05,"",0,0.0,0,0.0,8664,0.1,0,0.0,0,0.0,1,0.1,50,0.1
"31119","2","10","71","0","2017","A","",21,746,33175604,0,0,855,44446,"",1.95,1.07,1.14,0.00,0.00,1.06,1.06,"",1,5.0,-19,-2.5,697214,2.1,0,0.0,0,0.0,39,4.8,2014,4.7
"31119","3","10","71","0","2017","A","",47,2776,110475431,1967674,10028,765,39791,"",1.80,1.31,1.48,0.85,1.42,1.13,1.13,"",1,2.2,-6,-0.2,2707535,2.5,22567,1.2,-4460,-30.8,20,2.7,1055,2.7
"31119","5","10","71","0","2017","A","",1439,17971,699428563,168631194,1364744,748,38920,"",0.98,0.97,0.96,1.01,1.00,0.99,0.99,"",-11,-0.8,21,0.1,26916951,4.0,1482000,0.9,-276654,-16.9,28,3.9,1455,3.9
"31121","0","10","70","0","2017","A","",297,2311,86531883,16558788,169630,720,37437,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,1.7,48,2.1,4203866,5.1,378126,2.3,-30462,-15.2,20,2.9,1054,2.9
"31121","1","10","71","0","2017","A","",6,22,1016230,0,0,885,46018,"",3.33,0.49,0.42,0.00,0.00,0.85,0.85,"",-1,-14.3,0,0.0,53442,5.6,0,0.0,0,0.0,34,4.0,1752,4.0
"31121","2","10","71","0","2017","A","",4,10,440436,0,0,892,46362,"",1.91,0.13,0.15,0.00,0.00,1.17,1.17,"",0,0.0,1,11.1,30500,7.4,0,0.0,0,0.0,47,5.6,2440,5.6
"31121","3","10","71","0","2017","A","",18,582,21808753,747812,3485,721,37483,"",3.53,2.58,2.88,3.31,3.99,1.12,1.12,"",1,5.9,6,1.0,1458230,7.2,21635,3.0,-1208,-25.7,41,6.0,2147,6.1
"31121","5","10","71","0","2017","A","",269,1698,63266464,15810976,166145,717,37259,"",0.93,0.86,0.86,0.97,0.99,1.00,1.00,"",5,1.9,42,2.5,2661694,4.4,356491,2.3,-29254,-15.0,13,1.8,658,1.8
"31123","0","10","70","0","2017","A","",199,1528,54478384,10041711,85647,686,35661,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-0.5,1,0.1,-403490,-0.7,-257182,-2.5,-20861,-19.6,-5,-0.7,-270,-0.8
"31123","1","10","71","0","2017","A","",6,21,765119,0,0,718,37323,"",4.96,0.71,0.50,0.00,0.00,0.72,0.72,"",0,0.0,-1,-4.5,-67769,-8.1,0,0.0,0,0.0,-5,-0.7,-251,-0.7
"31123","2","10","71","0","2017","A","",6,29,1293760,0,0,870,45263,"",4.27,0.59,0.70,0.00,0.00,1.19,1.20,"",0,0.0,0,0.0,33203,2.6,0,0.0,0,0.0,46,5.6,2411,5.6
"31123","3","10","71","0","2017","A","",19,546,20777697,699880,1191,732,38049,"",5.56,3.66,4.35,5.11,2.70,1.19,1.19,"",0,0.0,14,2.6,1479826,7.7,-10332,-1.5,-833,-41.2,34,4.9,1769,4.9
"31123","5","10","71","0","2017","A","",168,933,31641808,9341831,84456,653,33932,"",0.87,0.72,0.68,0.95,0.99,0.95,0.95,"",-1,-0.6,-11,-1.2,-1848750,-5.5,-246850,-2.6,-20028,-19.2,-29,-4.3,-1548,-4.4
"31125","0","10","70","0","2017","A","",148,1079,37119613,9445503,90348,662,34407,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-6.3,26,2.5,2386981,6.9,976196,11.5,22820,33.8,28,4.4,1430,4.3
"31125","1","10","71","0","2017","A","",5,17,681986,0,0,764,39727,"",5.56,0.81,0.65,0.00,0.00,0.79,0.80,"",0,0.0,-2,-10.5,-27006,-3.8,0,0.0,0,0.0,27,3.7,1403,3.7
"31125","2","10","71","0","2017","A","",5,11,459666,0,0,822,42760,"",4.78,0.32,0.36,0.00,0.00,1.17,1.17,"",0,0.0,-2,-15.4,-129156,-21.9,0,0.0,0,0.0,-84,-9.3,-4346,-9.2
"31125","3","10","71","0","2017","A","",17,368,12914671,2112759,8030,675,35078,"",6.68,3.49,3.97,16.41,17.27,1.14,1.14,"",0,0.0,7,1.9,838850,6.9,169938,8.7,-1100,-12.0,32,5.0,1658,5.0
"31125","5","10","71","0","2017","A","",121,683,23063290,7332744,82318,650,33780,"",0.84,0.74,0.73,0.79,0.92,0.98,0.98,"",-10,-7.6,22,3.3,1704293,8.0,806258,12.4,23920,41.0,29,4.7,1463,4.5
"31127","0","10","70","0","2017","A","",238,3076,155408500,13311132,124242,971,50517,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,0.8,-19,-0.6,238432,0.2,187714,1.4,-38267,-23.5,7,0.7,385,0.8
"31127","1","10","71","0","2017","A","",8,29,1512875,0,0,1003,52168,"",5.53,0.48,0.34,0.00,0.00,0.71,0.71,"",0,0.0,-2,-6.5,27193,1.8,0,0.0,0,0.0,71,7.6,3722,7.7
"31127","2","10","71","0","2017","A","N",8,0,0,0,0,0,0,"N",4.76,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31127","3","10","71","0","2017","A","N",21,0,0,0,0,0,0,"N",5.13,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"31127","5","10","71","0","2017","A","",201,1485,46981149,12587277,121046,608,31634,"",0.87,0.57,0.36,0.96,0.98,0.63,0.63,"",2,1.0,3,0.2,1944636,4.3,236453,1.9,-36589,-23.2,24,4.1,1242,4.1
"31129","0","10","70","0","2017","A","",199,1444,46239751,7329795,57709,616,32018,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-2.5,6,0.4,2971421,6.9,441121,6.4,-7531,-11.5,38,6.6,1937,6.4
"31129","1","10","71","0","2017","A","",7,23,950123,0,0,794,41310,"",5.79,0.82,0.73,0.00,0.00,0.89,0.89,"",0,0.0,-1,-4.2,-4031,-0.4,0,0.0,0,0.0,16,2.1,851,2.1
"31129","2","10","71","0","2017","A","",3,9,398730,0,0,868,45139,"",2.13,0.19,0.25,0.00,0.00,1.33,1.33,"",0,0.0,-1,-10.0,-40192,-9.2,0,0.0,0,0.0,24,2.8,1247,2.8
"31129","3","10","71","0","2017","A","",16,346,10538381,27999,53,586,30472,"",4.68,2.45,2.60,0.28,0.18,1.06,1.06,"",0,0.0,-1,-0.3,450208,4.5,41,0.1,-17,-24.3,27,4.8,1406,4.8
"31129","5","10","71","0","2017","A","",173,1067,34352517,7301796,57656,619,32211,"",0.90,0.87,0.87,1.02,1.00,1.01,1.01,"",-5,-2.8,9,0.9,2565436,8.1,441080,6.4,-7514,-11.5,41,7.1,2159,7.2
"31131","0","10","70","0","2017","A","",566,6119,228840535,43222660,361962,719,37396,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-16,-2.7,-164,-2.6,1999165,0.9,-1415374,-3.2,-150201,-29.3,25,3.6,1292,3.6
"31131","1","10","71","0","2017","A","",11,57,2773321,0,0,932,48442,"",3.20,0.48,0.43,0.00,0.00,0.89,0.89,"",-1,-8.3,0,0.0,93209,3.5,0,0.0,0,0.0,21,2.3,1076,2.3
"31131","2","10","71","0","2017","A","",12,84,3427278,0,0,788,40963,"",3.00,0.43,0.44,0.00,0.00,1.03,1.03,"",0,0.0,0,0.0,120630,3.6,0,0.0,0,0.0,29,3.8,1481,3.8
"31131","3","10","71","0","2017","A","",36,1204,59554345,987388,4607,951,49464,"",3.70,2.02,2.97,1.68,2.47,1.47,1.47,"",0,0.0,11,0.9,2843443,5.0,5518,0.6,-1874,-28.9,37,4.0,1928,4.1
"31131","5","10","71","0","2017","A","",507,4775,163085591,42235272,357355,657,34158,"",0.92,0.92,0.84,1.00,0.99,0.91,0.91,"",-15,-2.9,-175,-3.5,-1058117,-0.6,-1420892,-3.3,-148327,-29.3,19,3.0,996,3.0
"31133","0","10","70","0","2017","A","",111,762,26143768,5647269,49917,659,34291,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,4.7,-133,-14.9,-1069618,-3.9,-1092790,-16.2,-27161,-35.2,74,12.6,3876,12.7
"31133","1","10","71","0","2017","A","",6,23,926714,0,0,783,40735,"",8.90,1.55,1.25,0.00,0.00,0.82,0.82,"",0,0.0,0,0.0,-29548,-3.1,0,0.0,0,0.0,-31,-3.8,-1609,-3.8
"31133","2","10","71","0","2017","A","",3,11,425777,0,0,774,40231,"",3.82,0.45,0.48,0.00,0.00,1.11,1.11,"",0,0.0,1,10.0,10140,2.4,0,0.0,0,0.0,0,0.0,8,0.0
"31133","3","10","71","0","2017","A","",13,235,8573060,783372,1667,702,36507,"",6.81,3.16,3.74,10.18,6.49,1.19,1.19,"",-1,-7.1,-25,-9.6,-483606,-5.3,-21745,-2.7,-392,-19.0,32,4.8,1663,4.8
"31133","5","10","71","0","2017","A","",89,494,16218217,4863897,48250,631,32814,"",0.83,0.76,0.73,0.88,0.97,0.96,0.96,"",6,7.2,-108,-17.9,-566604,-3.4,-1071045,-18.0,-26769,-35.7,95,17.7,4928,17.7
"31135","0","10","70","0","2017","A","",163,1139,46067648,7206797,41373,778,40431,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-5.2,3,0.3,872923,1.9,-262976,-3.5,-21975,-34.7,13,1.7,656,1.6
"31135","1","10","71","0","2017","A","",6,16,680710,0,0,814,42324,"",6.06,0.72,0.52,0.00,0.00,0.72,0.72,"",0,0.0,-1,-5.9,2106,0.3,0,0.0,0,0.0,35,4.5,1810,4.5
"31135","2","10","71","0","2017","A","",3,5,245625,0,0,900,46786,"",2.60,0.14,0.16,0.00,0.00,1.09,1.09,"",0,0.0,-1,-16.7,-30480,-11.0,0,0.0,0,0.0,15,1.7,768,1.7
"31135","3","10","71","0","2017","A","",9,388,14309795,34066,0,709,36849,"",3.21,3.49,3.55,0.35,0.00,1.02,1.02,"",0,0.0,27,7.5,435779,3.1,2101,6.6,0,0.0,-29,-3.9,-1539,-4.0
"31135","5","10","71","0","2017","A","",145,730,30831518,7172731,41373,812,42249,"",0.92,0.75,0.79,1.02,1.01,1.04,1.05,"",-9,-5.8,-22,-2.9,465518,1.5,-265077,-3.6,-21975,-34.7,36,4.6,1873,4.6
"31137","0","10","70","0","2017","A","",459,4750,194511044,33344763,231836,787,40947,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-0.9,16,0.3,6376335,3.4,-494057,-1.5,-69223,-23.0,23,3.0,1208,3.0
"31137","1","10","71","0","2017","A","",9,57,2989183,0,0,1008,52442,"",3.23,0.62,0.54,0.00,0.00,0.88,0.88,"",0,0.0,0,0.0,190089,6.8,0,0.0,0,0.0,68,7.2,3550,7.3
"31137","2","10","71","0","2017","A","",8,41,1991199,0,0,936,48665,"",2.47,0.27,0.30,0.00,0.00,1.12,1.12,"",0,0.0,-1,-2.4,-12444,-0.6,0,0.0,0,0.0,26,2.9,1335,2.8
"31137","3","10","71","0","2017","A","",20,674,26530957,430962,1898,757,39368,"",2.54,1.45,1.56,0.95,1.59,1.07,1.07,"",0,0.0,-7,-1.0,418920,1.6,-13501,-3.0,-1808,-48.8,19,2.6,996,2.6
"31137","5","10","71","0","2017","A","",422,3979,162999705,32913801,229938,788,40970,"",0.95,0.98,0.99,1.01,1.00,1.00,1.00,"",-4,-0.9,25,0.6,5779770,3.7,-480556,-1.4,-67415,-22.7,23,3.0,1209,3.0
"31139","0","10","70","0","2017","A","",264,1987,68104773,14831460,134812,659,34274,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,4.8,-25,-1.2,-476223,-0.7,-220114,-1.5,-30394,-18.4,3,0.5,187,0.5
"31139","1","10","71","0","2017","A","",5,28,1282920,0,0,889,46231,"",3.12,0.72,0.67,0.00,0.00,0.93,0.93,"",0,0.0,0,0.0,-80563,-5.9,0,0.0,0,0.0,-34,-3.7,-1751,-3.6
"31139","2","10","71","0","2017","A","",5,17,672713,0,0,761,39571,"",2.68,0.27,0.29,0.00,0.00,1.09,1.09,"",0,0.0,-2,-10.5,-109769,-14.0,0,0.0,0,0.0,-28,-3.5,-1432,-3.5
"31139","3","10","71","0","2017","A","",9,371,11780137,785770,6102,610,31717,"",1.98,1.91,1.97,3.89,8.80,1.03,1.03,"",0,0.0,6,1.6,413408,3.6,10944,1.4,-2347,-27.8,12,2.0,611,2.0
"31139","5","10","71","0","2017","A","",245,1571,54369003,14045690,128710,666,34610,"",0.96,0.93,0.94,0.97,0.96,1.01,1.01,"",12,5.2,-28,-1.8,-699299,-1.3,-231058,-1.6,-28047,-17.9,4,0.6,171,0.5
"31141","0","10","70","0","2017","A","",1197,18839,785302593,156784724,1217865,802,41684,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-12,-1.0,409,2.2,39392430,5.3,7692105,5.2,-224412,-15.6,24,3.1,1211,3.0
"31141","1","10","71","0","2017","A","",12,88,4931366,0,0,1073,55774,"",1.65,0.24,0.22,0.00,0.00,0.92,0.92,"",0,0.0,2,2.3,263231,5.6,0,0.0,0,0.0,27,2.6,1388,2.6
